Name,Address,Location,Price,Cuisine,Longitude,Latitude,PhoneNumber,Url,WebsiteUrl,Award,GreenStar,FacilitiesAndServices,Description
Hirschen,"Hauptstrasse 125, Erlinsbach, 5015, Switzerland","Erlinsbach, Switzerland","€€","Classic Cuisine, Farm to table",8.0070279,47.4064397,+41628573333,https://guide.michelin.com/en/solothurn-region/erlinsbach/restaurant/hirschen179813,https://www.hirschen-erlinsbach.ch/,"Selected Restaurants",0,"Car park,Interesting wine list,Terrace,Wheelchair access","Classic, seasonal and regional food is the name of the game here. Guests can enjoy fine dining and vegetarian options in the Zeitgeist restaurant, as well as house classics, including the signature dish: chateaubriand. Tip: The chocolate cake with coffee is sensational! Alternatively, you can order burgers, pasta etc in the cosy Hirschenstube. Popular terrace for summer meals, plus comfortable guestrooms."
"La Coupole - Matsuhisa","Via Serlas 27, Saint Moritz, 7500, Switzerland","Saint Moritz, Switzerland","€€€€","Fusion, Asian",9.8412784,46.4977215,+41818372823,https://guide.michelin.com/en/graubunden/sankt-moritz/restaurant/la-coupole-matsuhisa,https://badruttspalace.com/,"Selected Restaurants",0,"Air conditioning,Car park,Interesting wine list,Notable sake list,Wheelchair access","""Irasshaimase"" – this is the exclamation with which diners are greeted here. Housed in the building that was once home to Europe's first indoor tennis courts, Nobuyuki Matsuhisa's restaurant buzzes with infectious vibrancy. The wide-ranging menu features a fusion of Japanese and Peruvian cuisines – everything is prepared in the open kitchen (there is also a sushi bar). The black cod miso is definitely worth trying."
"Da Enzo","Via Ai Grotti, Ponte Brolla, 6652, Switzerland","Ponte Brolla, Switzerland","€€€","Mediterranean Cuisine",8.7537409,46.1880895,+41917961475,https://guide.michelin.com/en/ticino/ponte-brolla/restaurant/da-enzo,https://www.ristorantedaenzo.ch/,"Selected Restaurants",0,"Car park,Interesting wine list,Terrace","This Ticino-style stone house boasts a sun-blessed, verdant setting and a beautiful garden-terrace. Take a seat at one of its typical granite tables, either crowned by stone vaulting or shaded by trees, where you can savour exquisite Mediterranean on several tasting menus (including vegetarian) and an à la carte that includes daily specials. Other features include a well-stocked wine cellar and two romantic rustic-style guestrooms. Open for over three decades, Dan Enzo is now run by the second generation of the family."
"Gildo's Ristorante","Palacestrasse 28, Gstaad, 3780, Switzerland","Gstaad, Switzerland","€€€",Italian,7.2899069,46.4727829,+41337485000,https://guide.michelin.com/en/bern-region/gstaad/restaurant/gildo-s-ristorante,https://www.palace.ch/de/kulinarik-winter/gildos-ristorante/,"Selected Restaurants",0,"Car park,Interesting wine list","If you’re in the mood for some authentic, upmarket Italian food, you should try the line-caught sea bass, cime di rapa, garlic, pine nuts and peperoncino at this restaurant. Expect excellent service, plus a stylish Alpine ambience."
Moosegg,"Moosegg 231A, Emmenmatt, 3543, Switzerland","Emmenmatt, Switzerland","€€","Country cooking, Modern Cuisine",7.711754,46.9462747,+41344090606,https://guide.michelin.com/en/bern-region/emmenmatt/restaurant/moosegg,https://www.moosegg.ch/,"Selected Restaurants",0,"Car park,Great view,Interesting wine list,Terrace,Wheelchair access","Up here, at an altitude of around 1 000m, there is much to get excited about: the phenomenal view of the Emmental and the Alps – either from the modern, elegant restaurant with its large window front or the magnificent terrace – is complemented by good food with a regional and seasonal focus. For a cheaper but equally indulgent alternative, head to Beiz. The terrific wine selection boasts around 900 different options. Chic guestrooms are available in the adjoining boutique hotel."
"Rössli","Freihofweg 3, Bad Ragaz, 7310, Switzerland","Bad Ragaz, Switzerland","€€",International,9.5018184,47.0032581,+41813023232,https://guide.michelin.com/en/sankt-gallen-region/bad-ragaz/restaurant/rossli178782,https://roessliragaz.ch/,"Selected Restaurants",0,"Car park,Interesting wine list,Terrace","Rössli is a pleasant restaurant decorated along clean, modern lines in warm colours. Enjoy the smart place settings and friendly service led by the lady of the house and Ueli Kellenberger’s flavoursome, contemporary cuisine. The mouthwatering offerings include open ravioli with spinach, egg, parmesan and beurre noisette."
"Le Bistrot des Ours","Route du Pas de l'Ours 41, Crans-Montana, 3963, Switzerland","Crans-Montana, Switzerland","€€€","Traditional Cuisine",7.4598232,46.3075393,+41274859333,https://guide.michelin.com/en/wallis/crans-montana/restaurant/le-bistrot-des-ours,https://www.pasdelours.ch/,"Selected Restaurants",0,"Car park,Interesting wine list,Terrace","A sloth of hungry bears would be right at home in the rustic, alpine vibe of this bistro which commands a fantastic view over the valley and the surrounding peaks. The accent is on ambitious French-Mediterranean cuisine that will find favour with discerning omnivores, together with an insightful array of Valais wines. All of which is courtesy of chef Franck Reynaud, who is also at the helm of the Michelin-starred L'Ours. We warrant it will set your tastebuds tingling!"
"Auberge de la Couronne","Route de l'Intyamon 36, Enney, 1667, Switzerland","Enney, Switzerland","€€€","Modern Cuisine",7.08366,46.5659614,+41269212119,https://guide.michelin.com/en/fribourg-region/enney_1154847/restaurant/auberge-de-la-couronne,https://www.aubergedelacouronne-enney.ch/,"Selected Restaurants",0,"Air conditioning,Interesting wine list","Housed in a tastefully renovated traditional edifice, the Auberge de la Couronne morphs from a simple bistro at lunchtime into a fine dining gourmet establishment in the evenings. Generosity and indulgence are the order of the day in dishes such as crisp golden roasted sweetbread served with fresh crayfish and crunchy glazed mini vegetables. The front-of-house team is on hand to help you find the perfect food-wine pairing as you take a seat in the handsome vaulted dining room."
"Le Restaurant / Le Relais","Via Serlas 27, Saint Moritz, 7500, Switzerland","Saint Moritz, Switzerland","€€€€","Classic Cuisine",9.8415458,46.4978101,+41818371000,https://guide.michelin.com/en/graubunden/sankt-moritz/restaurant/le-restaurant-le-relais,https://badruttspalace.com/de/start/,"Selected Restaurants",0,"Interesting wine list,Wheelchair access","If you are looking for excellence and elegance, you are in the right place at Le Restaurant or Le Relais of the venerable Badrutt's Palace! In an atmosphere of luxury, the attentive front-of-house team provides classic service. The flavourful cuisine is made from exclusive ingredients and the menu also features a number of dishes that are prepared at your table, e.g. flambées, tartar etc. Whatever you opt for, there is a first-class selection of wines from the best vineyards to accompany your meal. Tip: You can also have breakfast here - accompanied by views of the lake and mountains."
"La Grappe d'Or","Cheneau de Bourg 3, Lausanne, 1000, Switzerland","Lausanne, Switzerland","€€",Italian,6.6363952,46.5207672,+41213113970,https://guide.michelin.com/en/vaud/lausanne/restaurant/la-grappe-d-or556991,https://la-grappe.ch/,"Selected Restaurants",0,"Air conditioning,Interesting wine list,Terrace","A restaurant where superb flavours and a friendly atmosphere go hand in hand. Chef Theotim Bioret is strongly inspired by northern Italy, from Venice to Ventimiglia: Piedmont-style agnolotti del plin, sage and a parmesan jus; calf's liver saltimbocca, spinach and polenta. In addition to the à la carte menu, the chef serves a more affordable weekly dish. Meticulous plating, precise cooking and delicious sauces combine to create a faultless dining experience."
"La Terrasse Brasserie","Höheweg 41, Interlaken, 3800, Switzerland","Interlaken, Switzerland","€€","Contemporary, Regional Cuisine",7.856995,46.6861765,+41338282602,https://guide.michelin.com/en/bern-region/interlaken/restaurant/la-terrasse-brasserie,https://www.victoria-jungfrau.ch/restaurants-bars/la-terrasse-brasserie/,"Selected Restaurants",0,"Great view,Interesting wine list,Wheelchair access","Befitting the elegance that characterises the Victoria Jungfrau Grand Hotel & Spa, which is steeped in tradition, a classically refined atmosphere awaits you here. The location against the impressive backdrop of the mountains is a real draw in itself. In summer, make a beeline for the terrace on the promenade! The menu includes a broad assortment of Arab, Asian, Mediterranean and Swiss dishes – flavoursome food made from high-quality ingredients."
"Pfändler's Gasthof zum Bären","Kirchstrasse 7, Birmenstorf, 5413, Switzerland","Birmenstorf, Switzerland","€€","Traditional Cuisine, Country cooking",8.2476743,47.4611738,+41562014400,https://guide.michelin.com/en/aargau-region/birmenstorf/restaurant/pfandler-s-gasthof-zum-baren-gaststube,https://www.zumbaeren.ch/,"Selected Restaurants",0,"Car park,Garden or park,Interesting wine list,Terrace,Wheelchair access","Steeped in over 200 years of history, this building makes for a really delightful setting: Bärenstube and Orangerie are full of charm and attention to detail. The garden is also attractive – a truly idyllic spot! The seasonal food has regional and Mediterranean influences. You will feel right at home in the pretty guestrooms."
"Marée","Mareestrasse 29, Vaduz, 9490, Liechtenstein","Vaduz, Liechtenstein",$$$,"Classic Cuisine, Mediterranean Cuisine",9.5236017,47.1471628,+4232390202,https://guide.michelin.com/en/liechtenstein-region/vaduz/restaurant/maree,https://www.sonnenhof.li/gourmet/,"Selected Restaurants",0,"Car park,Garden or park,Great view,Interesting wine list,Terrace","The location high above Vaduz is exceptional, commanding sweeping views over the town and surrounding mountains. Park-Hotel Sonnenhof draws acclaim not only for its tasteful, classic-style guestrooms, but also for Hubertus Real's cooking. Attentive and adept waitstaff serve dishes made from select ingredients, including house classics such as ""spicy beef tartare, French fries allumettes"", ""mini bouillabaisse – fish, shellfish, sauce rouille, croutons"" or ""slow-cooked ray wing, capers, brown garlic butter, mashed potatoes"". The extensive wine list is presented on a tablet. Dine in the elegant interior or, in summer, out on the magnificent terrace with its vantage point – the ""Adlernest"" (eagle's nest) – from which you can take in the stunning view."
Izumi,"Quai des Bergues 33, Geneva, 1201, Switzerland","Geneva, Switzerland","€€€","Japanese Contemporary",6.1469748,46.206863,+41229087525,https://guide.michelin.com/en/geneve-region/geneve/restaurant/izumi,https://www.fourseasons.com/geneva/dining/restaurants/izumi/,"Selected Restaurants",0,"Interesting wine list,Notable sake list,Terrace,Valet parking","The atmosphere is truly international: top-notch ingredients go into a fusion cuisine of Japanese and other Asian influences. Perhaps you will be tempted by the Wagyu beef gyoza with a spicy ponzu sauce, or the izumi rolls? The lively atmosphere and chic, modern look of this restaurant on the seventh floor of the Four Seasons Hotel are just as much of a draw as the food. Don't miss the rooftop terrace, one floor up, with its breath-taking view over Geneva, the mountains and the lake. Make a reservation without delay!"
"The Omnia","Auf dem Fels, Zermatt, 3920, Switzerland","Zermatt, Switzerland","€€€","Modern Cuisine, Vegetarian",7.7456516,46.0202774,+41279667171,https://guide.michelin.com/en/wallis/zermatt/restaurant/the-omnia,https://the-omnia.com,"Selected Restaurants",0,"Great view,Interesting wine list,Terrace","A lift whisks you up here from the pedestrian area – to some breathtaking views! In the restaurant of the eponymous hotel, the focus lies squarely on vegetarian cuisine. Dishes such as baked cauliflower with wild mushrooms, cedar nuts and mountain thyme can be complemented by meat/fish specialties. Those in the mood for a culinary adventure can opt for the five-course ""Chef's Choice"" set menu (with meat/fish or vegetarian), with optional wine pairings. The wine list boasts a fantastic selection of labels from Switzerland and France – especially Burgundy and Bordeaux. The interior is modern and upscale, featuring clean lines and large granite-topped tables. Tip: Enjoy an aperitif by the fireplace."
"Balm - La Pistache","Balmstrasse 3, Meggen, 6045, Switzerland","Meggen, Switzerland","€€€","Classic French",8.3679902,47.0445153,+41413771135,https://guide.michelin.com/en/luzern-region/meggen/restaurant/la-pistache,https://www.balm.ch/,"Selected Restaurants",0,"Car park,Great view,Interesting wine list,Terrace,Wheelchair access","At the elegant restaurant of Hotel Balm both the service and Beat Stofer's cuisine have a classical feel. He cooks unpretentious fare using excellent ingredients. Choose between the three- to five-course ""Amuse Bouche Menu"" or order from the à la carte selection. Highlights include classics such as ""Chateaubriand in two courses"" (served for two or more) or Swiss Black Angus simmered beef terrine with apple, mustard and horseradish. There is also a well-curated wine list. In good weather, the terrace is a fabulous spot from which to enjoy the mountain views. This place is always busy, so be sure to book well in advance! Inviting guestrooms."
"La Bagatelle","Neueretstrasse 43, Gstaad, 3780, Switzerland","Gstaad, Switzerland","€€€","Classic French",7.2903617,46.4783476,+41337487676,https://guide.michelin.com/en/bern-region/gstaad/restaurant/la-bagatelle,"","Selected Restaurants",0,"Car park,Great view,Interesting wine list,Terrace","Here you can look forward to classic French cuisine made from top-notch ingredients, including an appealing selection of dishes for two. The cosy ambience created by warm wood, soft lighting and a touch of elegance is inviting. Plus they have a terrace with a stunning view. The service is charming, and there is a terrific wine list – half bottles are available, too. For an overnight stay: Hotel Le Grand Chalet has cosy rustic-style guestrooms."
Groven,"Via Cantonale 3, Lostallo, 6558, Switzerland","Lostallo, Switzerland","€€","Classic Cuisine",9.1984377,46.3172181,+41918301642,https://guide.michelin.com/en/graubunden/lostallo/restaurant/groven,https://www.groven.ch/,"Selected Restaurants",0,"Car park,Interesting wine list,Terrace","A small restaurant with a focus on simple local dishes. If you stop here for lunch on the terrace, you’ll find a different menu every day inspired by whatever ingredients are in season. There’s also a tempting selection of cheeses and game such as venison and wild boar during the hunting season, plus an interesting wine list."
"Du Théâtre","Avenue du Théâtre 7, Monthey, 1870, Switzerland","Monthey, Switzerland","€€","Modern Cuisine",6.94882,46.25412,+41244717970,https://guide.michelin.com/en/wallis/monthey/restaurant/du-theatre,https://www.restaurant-theatre-monthey.ch/,"Selected Restaurants",0,"Interesting wine list,Terrace","A stone’s throw from the centre, within the Crochetan theatre precinct, this elegant restaurant sports an airy interior, an open kitchen and a small conservatory. The Italian-born chef conjures up a creative, deftly crafted score that slaloms between regional classics and Mediterranean favourites, but always with seasonal produce. The crisp balanced dishes showcase the occasional inspired imaginative spin, like his wondrous “Risotto of red Sicilian shrimps with blueberry powder and celery”. The talented sommelier is a font of wine knowledge and the shaded terrace is bliss in fine weather."
"Ristorante Seven Lugano","via Stauffacher 1, Lugano, 6900, Switzerland","Lugano, Switzerland","€€",Grills,8.9550424,46.0040015,+41912907777,https://guide.michelin.com/en/ticino/lugano/restaurant/seven-lugano-the-restaurant,https://seven.ch/,"Selected Restaurants",0,"Air conditioning,Great view,Interesting wine list,Terrace,Wheelchair access","Situated on the rooftop of the casino and accessible via a glass-sided lift, this restaurant boasts fine views of the lake. In summer, the popular seats on the terrace need to be booked well in advance, while the lounge bar on the ground floor is perfect for a post-dinner cocktail. The cuisine here is varied and wide-ranging, both on the set menus and the à la carte, plus there’s an excellent choice of wines featuring labels from around the world."
Adler,"Krüzgass 2, Fläsch, 7306, Switzerland","Fläsch, Switzerland","€€€","Seasonal Cuisine, Modern French",9.5133168,47.0265842,+41813026164,https://guide.michelin.com/en/graubunden/flsch/restaurant/adler,https://www.adlerflaesch.ch/,"Selected Restaurants",0,"Interesting wine list,Terrace","A little off the beaten track, this inn is delightfully cosy with its wood-panelled interior. The chef-patron, who hails from South Tyrol, serves up classic cuisine with a modern twist, making a point of working with regional produce. There is a four-course set menu, which can be extended with additional dishes up to the nine-course ""Full Story"". A vegetarian version is also available. Alternatively, you can dine à la carte. The attentive front-of-house team includes the chef's significant other, a trained sommelier – the wine cellar boasts over 800 labels. There are a few attractive guestrooms available for overnight stays."
"L'Artichaut","Quai du Cheval-Blanc 9, Carouge, 1227, Switzerland","Carouge, Switzerland","€€","Modern French, Farm to table",6.1401531,46.190001,+41223019091,https://guide.michelin.com/en/geneve-region/carouge/restaurant/l-artichaut426743,https://artichaut-restaurant.ch/,"Selected Restaurants",0,"Interesting wine list,Terrace","Only the street separates this appealing restaurant from the River Arve. You will feel completely at home here, thanks to both the pleasant bistro atmosphere, including decorative paintings and posters of vintage advertisements, and the French cuisine reinterpreted with seasonal influences. Excellent wine list."
"Le Vallon","Route de Florissant 182, Conches, 1231, Switzerland","Conches, Switzerland","€€","French, Classic Cuisine",6.1747921,46.1838741,+41223471104,https://guide.michelin.com/en/geneve-region/conches/restaurant/le-vallon,https://www.restaurant-vallon.ch/,"Selected Restaurants",0,"Car park,Interesting wine list,Terrace","This stylishly appointed classical inn with a pretty pink façade and green shutters welcomes you with open arms. The tastefully luxurious interior is decked in bouquets of fresh flowers and floral wallpaper. In his open kitchen, David Thomas concocts traditional fare with an extremely subtle sprinkling of modern touches (Lyon-style frog’s legs, sweetbread à la meunière). Friendly, attentive service and a splendid wine list (among which a noteworthy selection of reds, also available in magnums). In fine weather, alfresco dining on the terrace and in the lush green garden is heavenly. A country chic interior with overtones of romanticism – perfect for a date night!"
"Auberge du Lion d'Or","Place Pierre Gautier 5, Cologny, 1223, Switzerland","Cologny, Switzerland","€€€","Classic French",6.1804999,46.2162777,+41227364432,https://guide.michelin.com/en/geneve-region/cologny/restaurant/auberge-du-lion-d-or,https://leliondor.ch/,"Selected Restaurants",0,"Air conditioning,Great view,Interesting wine list,Terrace,Wheelchair access","In a chic setting with a romantic view of the Jura mountains and Lake Geneva, you can enjoy modern, creative fare with a weakness for vegetables, illustrated by flame-licked roast watermelon paired with a marigold stock. The enticing lineup is paired with a fine wine list that boasts a few Swiss and French gems. The swish, luminous private room upstairs is the epitome of contemporary good taste."
GLACIER,"Endweg 55, Grindelwald, 3818, Switzerland","Grindelwald, Switzerland","€€€","Modern French, Seasonal Cuisine",8.0300702,46.621507,+41338531004,https://guide.michelin.com/en/bern-region/grindelwald/restaurant/glacier,https://www.hotel-glacier.ch/,"Selected Restaurants",0,"Car park,Great view,Interesting wine list,Terrace,Wheelchair access","What a great location right in front of the Eiger North Face! The fine dining restaurant of the chic boutique hotel (also called Glacier) makes the most of its surroundings with a floor-to-ceiling window front – and a wonderful terrace with a magical view. The dishes are based on select regional ingredients: you can either opt for the set menu or go à la carte, and sharing is also possible. The set menu is accompanied by harmonious wine pairings from the 320-year-old wine cellar, which is home to some 500 labels, over 200 of which are available by the glass. The enthusiastic sommelier provides astute recommendations."
Lindenhofkeller,"Pfalzgasse 4, Zurich, 8001, Switzerland","Zurich, Switzerland","€€€€","Seasonal Cuisine, Creative",8.5407766,47.372508,+41445999570,https://guide.michelin.com/en/zurich-region/zurich/restaurant/lindenhofkeller,https://www.lindenhofkeller.com,"Selected Restaurants",0,"Interesting wine list,Terrace","This establishment bills its cuisine as a sophisticated version of home cooking. But soul food is also a very apt description of what is served in this gorgeous traditional restaurant in a desirable Old Town location. Sebastian Rösch delivers genuinely feel-good fare through a symbiosis of his Franconian heritage and Swiss influences. Shining examples include sausage salad with Gruyère and slices of radish, or a classic braised beef roulade served with parsley root, spiced gingerbread and bone marrow jus. The chef strikes a balance between tradition and modernity, always showcasing high-quality ingredients. Diners can go à la carte or opt for the ""Schmankerl Menü"" (available with or without meat); the ""Brotzeit"" platter makes for an appealing starter. The modern decor and relaxed ambience are reminiscent of a chic, trendy gastropub; the courtyard terrace is also pretty. Extremely friendly waitstaff. Real passion has gone into curating the wine list – a fine selection of well-established names but also lesser-known or smaller winegrowers. They are also open for lunch on Wed (shorter menu). Tip for motorists: Parkhaus Urania is just a short (if steep) walk away."
"Café des Banques","Rue de Hesse 6, Geneva, 1204, Switzerland","Geneva, Switzerland","€€€","Modern Cuisine",6.140533,46.2019671,+41223114498,https://guide.michelin.com/en/geneve-region/geneve/restaurant/cafe-des-banques-1201496,https://www.cafedesbanques.com/,"Selected Restaurants",0,"Counter dining,Interesting wine list,Terrace","In the heart of Geneva, this chic bistro is the lair of Yoann Caloué who draws upon seasonal ingredients and high-flying technique to craft contemporary French cuisine. The classy yet cosily chummy setting provides the perfect foil to dishes of the likes of carpaccio of scallops enhanced by a sea urchin mayonnaise or free-range chicken served with a truffle-flavoured gravy. Wine buffs will be enchanted by the cellar, which stars mostly French wineries, with the odd international gem. The desserts are also meticulously crafted, illustrated by two signatures: soufflé à la chartreuse and lemon tart with a limoncello sabayon. This smart venue manages to combine fine dining with a friendly buzzy vibe."
"Kronenstübli","Via Maistra 130, Pontresina, 7504, Switzerland","Pontresina, Switzerland","€€€","Classic French, Italian",9.9019849,46.4934784,+41818303030,https://guide.michelin.com/en/graubunden/pontresina/restaurant/kronenstubli,https://www.kronenhof.com/de/kulinarik-events/restaurants/kronenstuebli/,"Selected Restaurants",0,"Interesting wine list","Premium materials, tasteful fabrics and attractive Swiss stone pine panelling make for a cosy yet elegant atmosphere – just the right backdrop for the sophisticated cuisine served here, which combines classic French culinary tradition with Italian influences. Opt for one of two set menus: the ""Degustations Menu"" or the ""Geniesser Menu"". Alternatively, dishes are also served à la carte. Tip: Try the canard à la presse – pressed duck – (prepared for two or more diners, served in two courses). Wednesday special: Chateaubriand for two or more diners. The restaurant is housed in the long-established and stylishly luxurious Grand Hotel Kronenhof."
"La Cène","Rue du Criblet 6, Fribourg, 1700, Switzerland","Fribourg, Switzerland","€€€","Modern Cuisine, Seasonal Cuisine",7.1536957,46.8048876,+41263214646,https://guide.michelin.com/en/fribourg-region/fribourg/restaurant/la-cene,https://www.lacene.ch/,"Selected Restaurants",0,"Air conditioning,Interesting wine list,Terrace,Wheelchair access","This establishment draws the eye with its refined decor as much as it appeals with its two mouth-watering set menus: the weekly lunch menu (""Inspiration de la Semaine"" – three to five courses) and the evening menu (""Éclosion des Sens"" – three to seven courses), which is changed every month. Diners enjoy modern seasonal cuisine with a dash of creative flair, which keeps them coming back for more. A food and wine pairing event is also organised one evening a month."
Langosteria,"Via Salastrains 10, Saint Moritz, 7500, Switzerland","Saint Moritz, Switzerland","€€€€","Italian Contemporary",9.8334101,46.5017315,+41818333131,https://guide.michelin.com/en/graubunden/sankt-moritz/restaurant/langosteria-1212324,https://www.langosteria.com/en/langosteria-st-moritz,"Selected Restaurants",0,"Great view,Interesting wine list,Terrace","This is a place to see and be seen on the ski slopes overlooking St Moritz. The terrace affords magnificent views, making it a delightful spot in which to savour freshly prepared Italian cuisine. Langoustine, lobster and fish, truffle pizza and pasta are the specialities of this restaurant, which also has locations in Milan, Paris and Paraggi. If you're not skiing, the best way to get here is by taxi."
"Alter Torkel - Huus vum Bündner Wii","Jeninserstrasse 3, Jenins, 7307, Switzerland","Jenins, Switzerland","€€","Regional Cuisine, Seasonal Cuisine",9.552976,47.0006718,+41813023675,https://guide.michelin.com/en/graubunden/jenins/restaurant/alter-torkel-huus-vum-bundner-wii,https://www.alter-torkel.ch,"Selected Restaurants",0,"Car park,Interesting wine list,Terrace,Wheelchair access","Even from the outside, Alte Torkel, which is located right on the road through the vineyards, is liable to turn heads! The old stone house at a remove from even its closest neighbours has maintained its regional charm while incorporating modern touches; the wine theme is omnipresent. In keeping with its ""Fine Wineing"" motto, the menu is characterised by a regularly changing selection of wines by the glass. A contemporary influence makes itself felt in the seasonal, regional cuisine. The hosts are cordial and dedicated. In summer, the terrace with a view of the valley is a real boon!"
"Amaru by Claudia Canessa","Via Veglia 18, Saint Moritz, 7500, Switzerland","Saint Moritz, Switzerland","€€€€",Peruvian,9.8417787,46.4996168,+41818368203,https://guide.michelin.com/en/graubunden/sankt-moritz/restaurant/amaru-by-claudia-canessa,https://www.kulm.com/en/,"Selected Restaurants",0,"Car park,Interesting wine list","A taste of Peru in the heart of the Upper Engadine. At the restaurant housed in the elegant Kulm Hotel St. Moritz, the charming, attentive and professional front-of-house team welcomes you in a tastefully decorated and cheerful space with a handsome vaulted ceiling. In the kitchen, Claudia Canessa and her team bring Peruvian cuisine in all its diversity to the plate, cooking up modern-inspired dishes using excellent ingredients. Intriguing options include ""El Choclo y sus Gambas"" (grilled corn cake, red prawns, pickled onions, ocopa) and ""Tuna Chicano"" (aka ceviche)."
Carlton,"Bahnhofstrasse 41, Zurich, 8001, Switzerland","Zurich, Switzerland","€€€","Classic Cuisine",8.5377792,47.3714558,+41442271919,https://guide.michelin.com/en/zurich-region/zurich/restaurant/carlton,https://www.carlton.ch/,"Selected Restaurants",0,"Air conditioning,Brunch,Interesting wine list,Terrace,Wheelchair access","This tasteful, elegant restaurant is located in a building that was originally erected in 1913 to house a department store and later converted into the Carlton Elite hotel. The cuisine is classic and sophisticated and includes an appealing à la carte selection of dishes, such as beef tartare, Zürcher Kalbs-Geschnetzeltes (""Zurich-style creamy veal ragout""), cheese ravioli and crêpes Suzette. Additionally, there is a quick lunch option. On Saturdays, the popular brunch draws a crowd – diners can also opt for the regular menu or the lunch set menu. The impressive wine list features premium rare picks served by the glass. The dedicated and professional front-of-house team, who deliver exceptionally friendly and attentive service, deserve a special mention for helping to create a wonderfully welcoming atmosphere."
parkhuus,"Dreikönigstrasse 25, Zurich, 8002, Switzerland","Zurich, Switzerland","€€€","Classic Cuisine, Contemporary",8.5359133,47.3667572,+41438831075,https://guide.michelin.com/en/zurich-region/zurich/restaurant/parkhuus,https://www.hyattrestaurants.com/en/zurich/restaurant/fine-dining-restaurant-zurichsee-parkhuus?utm_source=gmb&utm_medium=organic&utm_campaign=website,"Selected Restaurants",0,"Air conditioning,Interesting wine list,Terrace,Wheelchair access","The restaurant at the luxurious Park Hyatt business hotel is spacious and high-ceilinged, with an open kitchen, upscale furnishings and sophisticated modern lighting; the glassed-in wine library is well worth seeing! The outstanding wine list features plenty of international labels and an interesting selection of natural and organic wines. The chefs serve up modern dishes that are available as a set menu or à la carte. If you're undecided, the grilled dishes won't disappoint – think top-quality tomahawk steak or a Chateaubriand for two, both irresistibly appetising. In season, opt for the delicious truffle gnocchi."
Donatz,"Plazzet 15, Samedan, 7503, Switzerland","Samedan, Switzerland","€€€","Country cooking",9.87175,46.53506,+41818524666,https://guide.michelin.com/en/graubunden/samedan/restaurant/donatz,https://www.hoteldonatz.ch/,"Selected Restaurants",0,"Interesting wine list","Cornelia and René A Donatz run their business with great dedication. In an elegant rustic-style decor, they serve good fresh cuisine, including classic veal dishes, Angus beef ""bestsellers"", vegetarian fare and fish such as Graubünden salmon from Lostallo. They stock some 550 wines (20 available by the glass) – a passion of the owner. Donatz Wine Bar proposes a smaller menu. Hotel Donatz has appealingly modern and comfortable guestrooms."
"Belle Vue","Bellevuestrasse 15, Adelboden, 3715, Switzerland","Adelboden, Switzerland","€€","Classic Cuisine, Seasonal Cuisine",7.5561949,46.4918082,+41336738000,https://guide.michelin.com/en/bern-region/adelboden/restaurant/belle-vue183527,https://www.bellevue-parkhotel.ch/en/,"Selected Restaurants",0,"Car park,Great view,Interesting wine list,Terrace","To make the most of the simply stunning mountain views, opt for a table near the large glass-planed front – or on the delightful terrace! Complementing the wonderful scenery, the interior of the Bellevue Parkhotel & Spa restaurant boasts a sleek design that provides the backdrop for the fine dining menu: classic dishes such as roast duck breast with potato galettes are served in the evening, and a simpler à la carte selection is available at lunchtime. Choose an accompaniment from the exquisite wine list."
Silex,"Freyastrasse 3, Zurich, 8004, Switzerland","Zurich, Switzerland","€€€","Creative, Modern Cuisine",8.5245449,47.3715042,+41442103030,https://guide.michelin.com/en/zurich-region/zurich/restaurant/silex,https://www.silexrestaurant.ch,"Selected Restaurants",1,"Interesting wine list,Terrace","This restaurant is located in a lively residential area. Plenty of Swiss produce goes into the modern seasonal dishes, which are created in the partially visible kitchen. The restaurant is just as committed to sustainability as it is to wine – selected by connoisseurs, the distinctive wine list is testament to a true passion for the grape. British-born chef George Tomlin, previously sous-chef at London's The Clove Club, expresses his creative streak in dishes such as grilled slices of elm mushroom with roasted black onions and a creamy buttermilk and roasted yeast espuma. You can opt to go à la carte or take the five-course tasting menu (also vegetarian). The vibe is deliberately kept simple, with a decor boasting clean lines, and there is a nice terrace outside, in front of this corner plot. The service is friendly and laid back. Just the sort of restaurant you would want in your neighbourhood!"
"PRISMA Expérience","Seestrasse 18, Vitznau, 6354, Switzerland","Vitznau, Switzerland","€€€","Asian and Western",8.4774529,47.0152316,+41413996060,https://guide.michelin.com/en/luzern-region/vitznau/restaurant/prisma-experiences,https://www.parkhotel-vitznau.ch/wine-dine/restaurant-prisma,"Selected Restaurants",0,"Air conditioning,Credit cards not accepted,Great view,Interesting wine list,Notable sake list,Terrace","Housed in the exclusive Park Hotel Vitznau, which dates back to 1903, this summer-only restaurant whisks you away on a culinary voyage. Japanese fusion cuisine is the name of the game here. There is an omakase menu (for two or more diners) and an à la carte selection including sushi, sashimi, Wagyu dishes and ramen. The vibe is casually elegant. The location overlooking the lake is a draw in itself, and it goes without saying that tables on the terrace are highly coveted."
